jenis,kategori,jenis_kulit,merk,nama_product,link_gambar,nama_gambar,key_ingredients,ingredients,deskripsi,no_BPOM,hamil_menyusui,kondisi_kulit,sensitif,tujuan,kegunaan,fungsi
Cleanser,Facial Wash,Berminyak,Skintific,Panthenol Gel Cleanser,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1689565999_Screenshot_800x800.jpg,skintific_panthenolgelcleanser,"Antioxidant: Centella Asiatica Extract
Skin-identical ingredient: Glyserin, Ceramide NP, Ceramide EOP, Ceramide AP, Serine, Sodium Hyaluronate
Soothing: Panthenol, Centella Asiatica Extract
","Aqua, Potassium Cocoyl Glycinate, Panthenol, Potassium Cocoate, Acrylates/​Steareth-20 Methacrylate Crosspolymer, Sodium Lauroamphoacetate, Centella Asiatica Extract, Glyserin, Decyl Glucoside, Ceramide NP, Ceramide Ns/​Ng, Ceramide AS, Ceramide EOP, Ceramide AP, Sodium Polyaspartate, Butylene Glycol, 1,2-Hexanediol, Pentylene Glycol, Propanediol, Methyl Diisopropyl Propionamide, Ethyl Menthane Carboxamide, Menthyl Lactate, Hydroxypropyl Cellulose, Isopropyl Palmitate, Trehalose, Serine, Algin, Caprylyl Glycol, Sodium Hyaluronate, Pullulan, Disodium Phosphate, Potassium Phosphate, Hydrogenated Lecithin, Polyglyceryl-10 Stearate, Ethylhexylglycerin
","Menggabungkan panthenol dan asam amino, membersihkan jauh ke dalam pori-pori dan membantu menghilangkan kotoran, minyak berlebih dan membantu mencegah pori-pori tersumbat. Menjaga kulit tetap terhidrasi dan membuat kulit lebih lembut dan halus.",,Ya,,b,a,"membersihkan wajah dari minyak dan kotoran, menjaga kelembapan, menenangkan kulit iritasi, meredakan jerawat, membantu mencegah pori tersumbat, membuat kulit halus dan lembut","b,f"
Cleanser,Oil,Berminyak,Skinoia,Calendula Light Cleansing Oil,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1592204329_skinoia_cl_800x800.jpg,skinoia_calendulalightcleansingoil,"Antioxidant: Tocopherol, Calendula Officinalis Extract
Soothing: Calendula Officinalis Extract, Bisabolol
","Prunus Armeniaca (Apricot) Kernel Oil, Prunus Amygdalus (Sweet Almond) Oil, Glycine Soja (Soybean) Oil, Caprylic/​Capric Triglyceride, Ribes Nigrum Seed Oil, Ricinus Communis Oil, Orbignya Oleifera Seed Oil Glycereth-8-Esters, Sunflower Seed Oil Glycereth-8 Esters, Tocopherol, Calendula Officinalis Extract, Bisabolol, Cananga Odorata Oil
",Diformulasikan ulang dengan minyak cananga (ylang-ylang) untuk pengalaman pembersihan yang lebih santai dan menyenangkan!,NA18191233875,Tidak,,b,a,"Mengangkat kotoran, sebum, dan sisa make-up, Mengurangi komedo dan whitehead, Mengangkat sel kulit mati, Menenangkan dan meredakan peradangan jerawat, Mempercepat penyembuhan jerawat",f
Cleanser,Oil,Berminyak,Anua,Heartleaf Pore Control Cleansing Oil,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1701930554670-,anua_heartleafporecontrolcleansingoil,"Antioxidant: Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Curcuma Longa (Turmeric) Root Extract, Tocopherol, Houttuynia Cordata Extract
Skin brightening: Curcuma Longa (Turmeric) Root Extract
Soothing: Curcuma Longa (Turmeric) Root Extract, Houttuynia Cordata Extract
","Ethylhexyl Palmitate, Sorbeth-30 Tetraoleate, Sorbitan Sesquioleate, Caprylic/​Capric Triglyceride, Butyl Avocadate, Fragrance, Helianthus Annuus (Sunflower) Seed Oil, Macadamia Ternifolia Seed Oil, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Caprylyl Glycol, Ethylhexylglycerin, Curcuma Longa (Turmeric) Root Extract, Melia Azadirachta Flower Extract, Tocopherol, Melia Azadirachta Leaf Extract, Houttuynia Cordata Extract, Corallina Officinalis Extract, Melia Azadirachta Bark Extract, Moringa Oleifera Seed Oil, Ocimum Sanctum Leaf Extract",Pembersih minyak ini secara efektif menghilangkan kotoran kulit sambil meninggalkan hasil akhir yang segar dan terhidrasi. Ekstrak Heartleaf dalam formula ringan membantu mencegah iritasi. Cocok untuk kulit berjerawat.,NA26241200483,Ya,,b,a,"Membersihkan makeup, kotoran, dan sebum, Mengontrol minyak berlebih, Menjaga dan menenangkan kulit sensitif, Memberikan hasil akhir kulit yang segar dan lembap, Mencegah iritasi","b,f"
Cleanser,Oil,Berminyak,Sensatia Botanicals,Rejuvenating Pomegranate Cleansing Oil,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1519031154_Sensatia_B_800x800.jpg,sensatiabotanicals_rejuvenatingpomegranatecleansingoil,"Antioxidant: Punica Granatum (Pomegranate) Seed Oil, Argania Spinosa (Argan) Kernel Oil, Hippophae Rhamnoides (Seabuckthorn) Oil, Tocopherol (Vitamin E)
Skin-identical ingredient: Squalane (Olive Derived)
","Prunus Armeniaca (Apricot) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Squalane (Olive Derived), Punica Granatum (Pomegranate) Seed Oil, Argania Spinosa (Argan) Kernel Oil, Hippophae Rhamnoides (Seabuckthorn) Oil, Tocopherol (Vitamin E), Schizandra Chinensis Fruit Extract, Citrus Medica Limonum (Lemon) Oil, Limonene, Cucumis Sativa (Cucumber) Seed Oil, Matricaria Chamomila (Chamomile) Oil, Citral
","Hilangkan debu, kotoran, dan riasan tahan lama dengan minyak pembersih delima yang meremajakan, formula unik yang terbuat dari bahan-bahan alami. Campuran alaminya terdiri dari minyak delima, minyak argan, dan magnolia berry Ekstrak, yang kaya akan antioksidan dan fitonutrien. Pijat lembut pada wajah dan bilas untuk membuat kulit benar-benar bersih, tenang dan kencang ",NA18171203374,Ya,,b,a,"Mengangkat kotoran, minyak berlebih, dan sisa makeup tanpa mengeringkan kulit, Mengontrol produksi minyak alami pada kulit wajah, Mengurangi garis halus pada wajah, Membantu menghindari stres pada kulit",a
Cleanser,Scrub & Exfoliator,Berminyak,Himalaya,Purifying Neem Scrub,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1441355912_himalaya_p_800x800.jpg,himalaya_purifyingneemscrub,"Key Ingredients
Antioxidant: Tocopheryl Acetate, Curcuma Longa Root Extract
Skin brightening: Curcuma Longa Root Extract
Soothing: Curcuma Longa Root Extract","Aqua, Stearic Acid, Caprylic/​Capric Triglyceride, Cetyl Alcohol, Crystalline Cellulose, Sorbitan, Sorbitan Stearate, Sucrose Cocoate, Ethanol, Ethylhexylglycerin, Fragrance, Carbomer, Prunus Armeniaca (Apricot) Seed Powder, Sodium Hydroxide, Benzyl Alcohol, Tocopheryl Acetate, Disodium EDTA, Melia Azadirachta Leaf Extract, Curcuma Longa Root Extract",Lulur wajah untuk kulit normal hingga berminyak.,NA18210201058,Tidak,,b,a,"Mengangkat sel kulit mati dan komedo, Membersihkan pori-pori yang tersumbat, Merawat kulit berjerawat, Mencerahkan kulit, Membuat kulit lembut",d
Cleanser,Scrub & Exfoliator,Berminyak,Skintific,Lactic Acid Skin Renewal Exfoliating Serum,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1709023342822-,skintific_lacticacidskinrenewalexfoliatingserum,"Anti-acne: Salicylic Acid, Niacinamide
Antioxidant: Rutin, Alpha-Arbutin
Cell-communicating ingredient: Niacinamide
Exfoliant: Lactic Acid, Gluconolactone, Salicylic Acid, Lactobionic Acid, Mandelic Acid
Skin brightening: Niacinamide, Alpha-Arbutin
Skin-identical ingredient: Glycerin
Soothing: Salicylic Acid
","Aqua, Glycerin, Lactic Acid, Butylene Glycol, Gluconolactone, Propylene Glycol, Propanediol, Sodium Hydroxide, Albizia Julibrissin Bark Extract, Succinic Acid, Hydrolyzed Collagen, Enantia Chlorantha Bark Extract, Citrus Paradisi Fruit Extract, Xanthan Gum, Hydroxyacetophenone, Salicylic Acid, Lactobionic Acid, Mandelic Acid, Hydroxycinnamic Acid, Rutin, Glycerophosphoinositol Choline, Niacinamide, Alpha-Arbutin, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, Acrylamide/​Sodium Acryloyldimethyltaurate Copolymer, Ammonium Sulfate, Sodium Sulfate, Citric Acid, Amylopectin, Ethylhexylglycerin, Oleanolic Acid, Dextrin, Phenoxyethanol, Sodium Benzoate, Aroma","Serum pengelupasan kulit dengan bahan utama asam laktat, asam suksinat dan asam jeruk bali merah muda, memberikan hasil yang maksimal namun lembut untuk merawat kulit yang rawan jerawat, berminyak dan bertekstur.",NA11230100431,Tidak,,b,a,"Mengatasi kulit berjerawat dan berminyak, Menyamarkan pori-pori, Mencerahkan kulit, Menghaluskan tekstur kulit, Menenangkan kulit, Mengontrol minyak berlebih, Memudarkan bekas jerawat","d,f"
Cleanser,Scrub & Exfoliator,Berminyak,Emina,Ms.Pimple Acne Solution Exfoliating ,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1655285347_Exfoliatin_800x800.jpg,emina_ms.pimpleacnesolutionexfoliating,"Anti-acne: Zinc Gluconate, Salicylic Acid
Antioxidant: Hamamelis Virginiana Witch Hazel Extract
Exfoliant: Salicylic Acid
Skin-identical ingredient: Glyserin
Soothing: Biosaccharide Gum-1, Zinc Gluconate, Salicylic Acid, Allantoin, Hamamelis Virginiana Witch Hazel Extract
","Aqua, Glyserin, Biosaccharide Gum-1, Zinc Gluconate, Butylene Glycol, Phenoxyethanol, Salicylic Acid, Amylopectin, Dextrin, Xanthan Gum, Chlorphenesin, Allantoin, Disodium EDTA, Aminomethyl Propanol, Trideceth-9, Hamamelis Virginiana Witch Hazel Extract, PEG-40 Hydrogenated Castor Oil, Fragrance, Polysorbate 20, Epilobium Angustifolium Extract, Sodium Metabisulfite
","Diformulasikan untuk membantu menghilangkan sel kulit mati dan komedo dengan lembut. Diperkaya dengan ekstrak rosebay willowherb, BHA ringan, dan seng glukonat yang mampu bekerja secara intensif melawan penyebab jerawat dan membersihkan pori-pori dari penumpukan sisa kotoran tanpa membuat kulit kering. ",NA18211207594,Ya,,b,a,"Mengangkat sel kulit mati dan komedo, membersihkan pori-pori, dan melawan penyebab jerawat",g
Treatment,Eye Treatment,Berminyak,Joylab,Hi! Bright Eye Gel Creme,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1625650029_Joylab_HiB_800x800.jpg,joylab_hi!brighteyegelcreme,"Anti-acne: Niacinamide
Antioxidant: Caffeine, Tocopheryl Acetate, Portulaca Oleracea Extract
Cell-communicating ingredient: Niacinamide, Adenosine
Skin brightening: Niacinamide
Skin-identical ingredient: Glycerin, Squalane, Arginine, Sodium Hyaluronate
Soothing: Panthenol, Allantoin, Dipotassium Glycyrrhizate, Portulaca Oleracea Extract
","Water, Glycerin, Niacinamide, Butylene Glycol, Squalane, Cetyl Ethylhexanoate, Aluminum Starch Octenylsuccinate, 1,2-Hexanediol, Caffeine, Pentylene Glycol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Arginine, Panthenol, Hydroxyacetophenone, Ammonium Acryloyldimethyltaurate/​VP Copolymer, PPG-5-Ceteth-10 Phosphate, Hydrogenated Olive Oil Unsaponifiables, Sodium Polyacrylate, Sodium Hyaluronate, Adenosine, Allantoin, Tocopheryl Acetate, Citrus Junos Peel Oil, Glyceryl Acrylate/​Acrylic Acid Copolymer, Dipotassium Glycyrrhizate, Portulaca Oleracea Extract
",Krim mata gel ultra-ringan dengan 5% niacinamide untuk mencerahkan dan mengurangi munculnya lingkaran hitam di bawah area mata.,NA18201901933,Ya,,b,b,"Mengatasi dan mengurangi tampilan mata panda, Melembapkan, mencerahkan, dan mengurangi kerutan atau garis halus, Menjaga kulit tetap lembab dan lembut","a,b,d"
Treatment,Skin Soothing Treatment,Berminyak,Nature Republic,Aloe Vera 92% Soothing Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1545206288_Nature_Rep_800x800.jpg,naturerepublic_aloevera92%soothinggel,"Key Ingredients
Antioxidant: Calendula Officinalis Flower Extract
Skin-identical ingredient: Glycerin, Sodium Hyaluronate
Soothing: Aloe Barbadensis Leaf Extract (92%), Calendula Officinalis Flower Extract
","Aloe Barbadensis Leaf Extract (92%), Alcohol, Glyceryl Polyacrylate, Dipropylene Glycol, Butylene Glycol, Glycerin, Propylene Glycol, 1,2-Hexanediol, Polyglutamic Acid, Betaine, Sodium Hyaluronate, Calendula Officinalis Flower Extract, Mentha Viridis (Spearmint) Extract, Melissa Officinalis Extract, Carbomer, PEG-60 Hydrogenated Castor Oil, Triethanolamine, Phenoxyethanol, Water, Fragrance, Disodium EDTA",Efek mengencangkan dan melembabkan kulit. Gel yang cepat menyerap memberikan rasa menyegarkan pada kulit. Efek menenangkan dan melembabkan. Memberikan efek menenangkan dan melembabkan pada kulit sensitif. Membuat kulit sehat.,NA26170105439,Ya,,b,b,"Melembapkan dan menyejukkan kulit, menenangkan kulit yang kemerahan akibat paparan sinar matahari, mengatasi kulit kering, menyerap kelebihan minyak di kulit, menghidrasi bibir, membantu mengurangi kemerahan, iritasi, dan peradangan pada kulit, membantu menghaluskan tekstur kulit, mencerahkan wajah","b,d"
Treatment,Skin Soothing Treatment,Berminyak,Some by Mi,Real Cica 92% Cool Calming Soothing Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1615359260_f215d898ef_800x800.jpg,somebymi_realcica92%coolcalmingsoothinggel,"Anti-acne: Niacinamide, Salicylic Acid
Antioxidant: Centella Asiatica Extract, Asiaticoside, Madecassoside, Rosmarinus Officinalis (Rosemary) Leaf Oil
Cell-communicating ingredient: Niacinamide, Adenosine
Exfoliant: Salicylic Acid, Lactobionic Acid
Skin brightening: Niacinamide
Skin-identical ingredient: Sodium Hyaluronate, Arginine
Soothing: Centella Asiatica Extract, Madecassoside, Allantoin, Salicylic Acid
","Centella Asiatica Extract, Water, Niacinamide, Dipropylene Glycol, Hydroxyethyl Urea, Melaleuca Alternifolia (Tea Tree) Leaf Water, Artemisia Princeps Leaf Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Eclipta Prostrata Extract, Ocimum Sanctum Leaf Extract, Corallina Officinalis Extract, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Madecassic Acid, Asiaticoside, Asiatic Acid, Madecassoside, Allantoin, Arginine, Adenosine, Salicylic Acid, Lactobionic Acid, Citric Acid, C12-13 Pareth-9, Carbomer, 1,2-Hexanediol, Benzyl Glycol, Ethylhexylglycerin, Raspberry Ketone, Rosmarinus Officinalis (Rosemary) Leaf Oil
","Sengatan matahari, kekeringan, dan jerawat - ini beberapa oleh mi AHA-BHA-PHA cica asli 92% gel menenangkan dingin mengatasi semuanya dalam satu langkah.",NA26230100761,Tidak,,b,b,"Menenangkan kulit, melembabkan kulit, mendinginkan kulit, merawat kulit yang teriritasi, membersihkan minyak, kotoran, dan sel kulit mati, menjaga kelembapan kulit","b,f"
Treatment,Skin Soothing Treatment,Berminyak,Herborist,Aloe Vera Gel 98%,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1551848342_herborist__800x800.jpg,herborist_aloeveragel98%,"Antioxidant: Tocopheryl Acetate
Soothing: Aloe Barbadensis Leaf Extract
","Aloe Barbadensis Leaf Extract, Aqua, Dmdm Hydantoin, Tocopheryl Acetate, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Perfume, Triethanolamine, Propylene Glycol
",Mengandung 98% Aloe Vera yang berfungsi untuk melembabkan dan memberikan sensasi sejuk. Mengandung Vit E yang berfungsi sebagai anti-oksidan alami dan menghaluskan kulit. Dapat digunakan untuk Memberikan sensasi sejuk dan nyaman pada kulit yang terkena sinar matahari. Dengan aroma alami yang menyegarkan dan tahan lama. ,NA18180102236,Ya,,b,b,"Melembapkan, menghaluskan, dan menyejukkan kulit wajah, tubuh, dan rambut","b,e"
Treatment,Peeling,Berminyak,Elformula,Intensive Peeling Solution,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1707297910674-,elformula_intensivepeelingsolution,"Anti-acne: Salicylic Acid
Antioxidant: Hydrolyzed Gardenia Florida Extract, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cysteine
Exfoliant: Glycolic Acid, Gluconolactone, Salicylic Acid
Skin brightening: Glycyrrhiza Glabra (Licorice) Root Extract
Skin-identical ingredient: Glycerin, Glycine, Serine, Aspartic Acid, Alanine, Arginine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine
Soothing: Salicylic Acid, Beta-Glucan, Centella Asiatica Extract, Scutellaria Baicalensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract","Water, Glycolic Acid, Alcohol, Glycerin, Glycereth-26, Butylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Gluconolactone, Salicylic Acid, Xanthan Gum, Ethylhexylglycerin, PEG-60 Hydrogenated Castor Oil, Hydrolyzed Gardenia Florida Extract, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Maltodextrin, Disodium EDTA, Beta-Glucan, Fragrance, Centella Asiatica Extract, Glycine, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Serine, Glutamic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Aspartic Acid, Leucine, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Methionine, Cysteine
",Chemical peel adalah yang paling aman untuk pengelupasan kulit wajah dibandingkan dengan menggunakan chemical peel biasa atau pengelupasan fisik seperti scrub yang dapat merusak skin barrier.,NA18220100965,Ya,,b,b,"Mengangkat sel kulit mati, mencerahkan kulit, mengontrol minyak pada wajah, mengurangi jerawat dan bekas jerawat, membantu mengecilkan pori-pori, meratakan warna kulit, membersihkan pori-pori, meregenerasi kulit wajah","a,d"
Treatment,Peeling,Berminyak,Somethinc,AHA BHA PHA Peeling Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1581047678_AHABHAPHAP_800x800.jpg,somethinc_ahabhaphapeelingserum,"Anti-acne: Niacinamide, Salicylic Acid
Cell-communicating ingredient: Niacinamide
Exfoliant: Lactobionic Acid, Glycolic Acid, Salicylic Acid, Lactic Acid
Skin brightening: Niacinamide
Skin-identical ingredient: Sodium Hyaluronate, Glycerin
Soothing: Panthenol, Salicylic Acid
","Niacinamide, Lactobionic Acid, Panthenol, Glycolic Acid, Water, Sodium Hyaluronate, Glycerin, Salicylic Acid, Hydroxyethylcellulose, Hibiscus Sabdariffa Flower Extract, Citric Acid, Lactic Acid, Phenoxyethanol, Triethanolamine, Daucus Carota Sativa (Carrot) E","Membantu membersihkan pori-pori yang tersumbat, mengangkat sel kulit mati, & menjaga tingkat kelembaban kulit.",NA18220200930,Ya,,b,b,"Membersihkan pori-pori tersumbat, mengangkat sel kulit mati, menjaga kelembaban kulit, menyamarkan bekas jerawat, meregenerasi kulit, membuat wajah lebih cerah, melindungi kulit dari kerusakan akibat paparan sinar UV","a,b,d"
Treatment,Peeling,Berminyak,Scarlett,Peeling So Good,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1683707312_e9a3df22_5_800x800.jpg,scarlett_peelingsogood,"Antioxidant: Centella Asiatica Extract
Exfoliant: Gluconolactone, Lactic Acid
Skin-identical ingredient: Glyserin
Soothing: Centella Asiatica Extract, Allantoin, Aloe Barbadensis Leaf Extract
","Aqua, Glyserin, Gluconolactone, Succinic Acid, Behentrimonium Chloride, Galactomyces Ferment Filtrate, Phenoxyethanol, Aloe Barbadensis Leaf Water, Centella Asiatica Extract, Lactic Acid, Cetrimonium Chloride, Allantoin, Aloe Barbadensis Leaf Extract, Isopropyl Alcohol, Vaccinium Myrtillus Fruit Extract, DMDM Hydantoin, Ethylhexylglycerin, Saccharum Officinarum (Sugar Cane) Extract, 1,2-Hexanediol, Pentylene Glycol, Butylene Glycol, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Glyceryl Acrylate/​Acrylic Acid Copolymer, Acer Saccharum (Sugar Maple) Extract, Pvm/​Ma Copolymer
",Agen pengelupasan kulit.,NA18230107070,Tidak,,b,b,"Mengangkat sel kulit mati, mencerahkan dan meratakan warna kulit, membuat kulit tampak lembut, halus, dan bercahaya, melawan bakteri penyebab jerawat, menyamarkan noda hitam",d
Treatment,Serum & Essence,Berminyak,Whitelab,Acne Calming Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1670311767_ACNE_CALMI_800x800.jpg,whitelab_acnecalmingserum,"Anti-acne: Niacinamide, Salicylic Acid
Antioxidant: Centella Asiatica Extract
Cell-communicating ingredient: Niacinamide
Exfoliant: Salicylic Acid, Lactic Acid
Skin brightening: Niacinamide, Cystoseira TamariscIfolia Extract, Licorice (Glycyrrhiza Glabra Root Extract
Skin-identical ingredient: Glyserin, Sodium Hyaluronate
Soothing: Centella Asiatica Extract, Salicylic Acid, Dipotassium Glycyrrhizate, Licorice (Glycyrrhiza Glabra Root Extract
","Aqua, Cyclopentasiloxane, Glyserin, Niacinamide, Propanediol, Melaleuca (Teatree) Leaf Water, Centella Asiatica Extract, Fomes Officinalis Extract, Yeast Ferment Extract, PEG-6 Caprylic/​Capric Glycerides, Polyacrylamide, Salicylic Acid, Cystoseira TamariscIfolia Extract, Lactic Acid, Dipotassium Glycyrrhizate, C13-14 Isoparaffin, C9-11 Pareth-6, DMDM Hydantoin, Sodium Hyaluronate, Hexamidine Diisethionate, Licorice (Glycyrrhiza Glabra Root Extract, Collagen, Xanthan Gum, Parfum
",Whitelab acne calming serum diperkaya dengan tea tree & centella asiatica yang bermanfaat untuk menenangkan kulit yang iritasi & meradang akibat jerawat serta membantu mempercepat penyembuhan kulit yang berjerawat. Dilengkapi dengan hexamidine untuk membantu menghambat pertumbuhan bakteri penyebab jerawat. Sehingga whitelab acne calming serum sangat tepat untuk kamu yang sedang berjerawat. ,NA18240113013,Ya,,b,b,"Merawat kulit yang berjerawat, menenangkan kulit yang iritasi, sensitif, atau meradang, menghambat pertumbuhan bakteri penyebab jerawat, mencegah timbulnya jerawat, melembabkan, mencerahkan kulit","b,d,f"
Treatment,Serum & Essence,Berminyak,Avoskin,Miraculous Divine Aura Toner-essence,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1649315915_paul_800x800.jpg,avoskin_miraculousdivineauratoner-essence,"Anti-acne: Niacinamide, Zinc Pca
Antioxidant: 3-O-Ethyl Ascorbic Acid, Sodium Bisulfite
Cell-communicating ingredient: Niacinamide
Exfoliant: Lactic Acid
Skin brightening: Niacinamide, 3-O-Ethyl Ascorbic Acid
Skin-identical ingredient: Glycerin, Sodium PCA
Soothing: Betula Alba Leaf Extract
","Aqua, Niacinamide, Quartz, Glycerin, 3-O-Ethyl Ascorbic Acid, Propylene Glycol, Phenoxyethanol, Zinc Pca, Rosa Canina Fruit Extract, Sodium PCA, Butylene Glycol, Chlorphenesin, Sodium Bisulfite, Hydrolyzed Hyaluronic Acid, Tetrasodium EDTA, Lactic Acid, Betula Alba Leaf Extract, Sodium Hydroxide, Potassium Sorbate, Sodium Benzoate
","Diformulasikan dengan 5c/o niacinamide, 2c/o 3-o-ethyl ascorbic acid (vitamin c), asam hialuronat, dan ekstrak birch sebagai bahan utama.",NA18211208525,Ya,,b,b,"Mencerahkan warna kulit, mengurangi bintik hitam, merawat kulit berjerawat, menjaga elastisitas kulit, mengurangi tampilan pori-pori, melembapkan kulit","d,b"
Treatment,Serum & Essence,Berminyak,Whitelab,Hydrating Face Essence,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1606465714_hydrating__800x800.jpg,whitelab_hydratingfaceessence,"Anti-acne: Niacinamide
Cell-communicating ingredient: Niacinamide
Skin brightening: Niacinamide
Skin-identical ingredient: Sodium Hyaluronate
Soothing: Allantoin
","Aqua, Galactomyces Ferment Filtrate, Propylene Glycol, Niacinamide, DMDM Hydantoin, Allantoin, PEG-40 Hydrogenated Castor Oil, Tetrasodium EDTA, Parfum, Sodium Hyaluronate, Fomes Officinalis Extract, Hexamidine Diisethionate
",Essence yang menenangkan kulit yang teriritasi.,NA18201205136,Ya,,b,b,"Memberikan kelembaban ekstra pada kulit, Mencerahkan kulit, Merawat kehalusan kulit, Merawat kekencangan dan elastisitas kulit, Membantu memperbaiki tekstur kulit","a,b,d"
Treatment,Acne Treatment,Berminyak,Acnes,Sealing Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1559019039_Acnes_Seal_800x800.png,acnes_sealinggel,"Anti-acne: Salicylic Acid, Niacinamide, Zinc Pca, Phellodendron Amurense Bark Extract, Potassium Azeloyl Diglycinate
Antioxidant: Tocopheryl Acetate, Astragalus Membranaceus Root Extract, Tocopherol, Asiaticoside, Calendula Officinalis Flower Extract, Zingiber Officinale (Ginger) Root Extract
Cell-communicating ingredient: Niacinamide, Retinyl Palmitate
Exfoliant: Salicylic Acid
Skin brightening: Niacinamide, Potassium Azeloyl Diglycinate
Skin-identical ingredient: Glycerin
Soothing: Salicylic Acid, Menthol, Phellodendron Amurense Bark Extract, Bisabolol, Calendula Officinalis Flower Extract, Biosaccharide Gum-1, Potassium Azeloyl Diglycinate, Zingiber Officinale (Ginger) Root Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract
","Water, Methylpropanediol, Alcohol, PEG-60 Hydrogenated Castor Oil, Glycerin, Pentylene Glycol, PEG/​PPG-14/​7 Dimethyl Ether, Salicylic Acid, Butylene Glycol, Tocopheryl Acetate, Sodium Hydroxide, Niacinamide, Retinyl Palmitate, Xanthan Gum, Zinc Pca, Saccharide Isomerate, Pyridoxine Hcl, Menthol, Sophora Angustifolia Root Extract, Inonotus Obliquus (Mushroom) Extract, Disodium EDTA, Phellodendron Amurense Bark Extract, Bisabolol, O-Cymen-5-Ol (Isopropyl Methylphenol), Tremella Fuciformis (Mushroom) Extract, Atractylodes Macrocephala Rhizome Extract, Lactobacillus/​Soymilk Ferment Filtrate, Fragrance, Astragalus Membranaceus Root Extract, Glycyrrhiza Uralensis (Licorice) Root Extract, Tocopherol, Saposhnikovia Divaricata Root Extract, Gastrodia Elata Root Extract, Asiaticoside, Madecassic Acid, Butyl Avocadate, Chondrus Crispus Extract, Propylene Glycol, Albizia Julibrissin Flower Extract, Asiatic Acid, Calendula Officinalis Flower Extract, Yeast Polysaccharides, Biosaccharide Gum-1, Potassium Azeloyl Diglycinate, Phenoxyethanol, Citric Acid, Sodium Citrate, Zingiber Officinale (Ginger) Root Extract, Potassium Sorbate, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Chlorphenesin, Sodium Dehydroacetate, Caprylyl Glycol
",Mengurangi jerawat,NA18150104159,Tidak,,b,b,"Mengatasi jerawat, anti bakteri untuk melawan bakteri penyebab jerawat",g
